,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Num,Side,Group,TotalExpenses
2800,3022_02,Europa,False,55 Cancri e,19.0,False,0.0,329.0,0.0,3154.0,312.0,False,C,102,P,3022,3795.0
2668,2859_01,Europa,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,True,C,98,P,2859,0.0
1968,2102_01,Europa,False,TRAPPIST-1e,30.0,False,63.0,9314.0,249.0,2624.0,4538.0,False,C,79,S,2102,16788.0
934,0995_01,Europa,True,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,True,C,36,P,0995,0.0
2675,2866_01,Europa,True,TRAPPIST-1e,36.0,True,0.0,0.0,0.0,0.0,0.0,True,C,110,S,2866,0.0
7911,8452_02,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,C,279,P,8452,0.0
7351,7865_02,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,C,293,S,7865,0.0
1533,1625_02,Europa,False,TRAPPIST-1e,29.0,False,0.0,930.0,0.0,2113.0,98.0,False,C,59,P,1625,3141.0
2901,3134_01,Europa,False,PSO J318.5-22,62.0,True,0.0,4513.0,0.0,85.0,1437.0,True,C,119,S,3134,6035.0
2792,3014_01,Europa,False,55 Cancri e,40.0,False,82.0,1390.0,0.0,347.0,6237.0,False,C,115,S,3014,8056.0
1540,1632_01,Europa,True,TRAPPIST-1e,32.0,False,0.0,,0.0,0.0,0.0,True,C,62,S,1632,0.0
2799,3022_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,3331.0,270.0,2.0,3510.0,False,C,102,P,3022,7113.0
1532,1625_01,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,C,59,P,1625,0.0
7353,7866_01,Europa,False,55 Cancri e,43.0,False,0.0,16856.0,0.0,4344.0,977.0,False,C,255,P,7866,22177.0
6580,6944_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,C,223,P,6944,0.0
2337,2518_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,C,87,P,2518,0.0
2036,2179_01,Europa,False,TRAPPIST-1e,30.0,False,437.0,3585.0,0.0,4488.0,281.0,False,C,80,S,2179,8791.0
7352,7865_03,Europa,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,C,293,S,7865,0.0
453,0487_01,Europa,True,TRAPPIST-1e,39.0,False,172.0,1794.0,12.0,4303.0,246.0,False,C,19,S,0487,6527.0
2783,3003_01,Europa,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,C,114,S,3003,0.0
7117,7585_01,Europa,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,C,281,S,7585,0.0
335,0377_01,Europa,False,55 Cancri e,63.0,False,0.0,1068.0,0.0,176.0,8188.0,False,C,15,S,0377,9432.0
2155,2306_06,Europa,False,55 Cancri e,47.0,False,1320.0,428.0,4.0,24.0,0.0,False,C,82,P,2306,1776.0
2154,2306_05,Europa,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,True,C,82,P,2306,0.0
2153,2306_04,Europa,False,55 Cancri e,27.0,False,0.0,12077.0,0.0,75.0,0.0,True,C,82,P,2306,12152.0
6529,6895_01,Europa,False,TRAPPIST-1e,25.0,False,0.0,4612.0,0.0,2585.0,1919.0,False,C,220,P,6895,9116.0
2152,2306_03,Europa,False,TRAPPIST-1e,22.0,False,0.0,297.0,3.0,676.0,2924.0,False,C,82,P,2306,3900.0
474,0510_01,Europa,False,TRAPPIST-1e,59.0,False,0.0,16521.0,0.0,323.0,0.0,True,C,16,P,0510,16844.0
2102,2255_01,Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,C,75,P,2255,0.0
2103,2255_02,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,C,75,P,2255,0.0
2105,2257_01,Europa,False,TRAPPIST-1e,27.0,True,0.0,3341.0,,80.0,654.0,True,C,76,P,2257,4075.0
2121,2274_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,C,79,P,2274,0.0
7910,8452_01,Europa,False,55 Cancri e,52.0,True,0.0,831.0,1536.0,0.0,7953.0,False,C,279,P,8452,10320.0
2122,2274_02,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,C,79,P,2274,0.0
2125,2278_01,Europa,True,55 Cancri e,18.0,False,0.0,0.0,,0.0,0.0,True,C,80,P,2278,0.0
6547,6908_01,Europa,False,TRAPPIST-1e,60.0,False,0.0,960.0,46.0,854.0,17074.0,False,C,254,S,6908,18934.0
2151,2306_02,Europa,False,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,C,82,P,2306,0.0
356,0391_01,Europa,False,PSO J318.5-22,27.0,True,69.0,5728.0,0.0,0.0,987.0,True,C,9,P,0391,6784.0
2150,2306_01,Europa,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,C,82,P,2306,0.0
2142,2300_01,Europa,False,55 Cancri e,19.0,False,0.0,,0.0,0.0,8195.0,False,C,81,P,2300,8195.0
2143,2300_02,Europa,False,55 Cancri e,34.0,False,0.0,22.0,,3028.0,3768.0,False,C,81,P,2300,6818.0
375,0412_01,Europa,False,TRAPPIST-1e,60.0,False,0.0,7255.0,5952.0,1537.0,0.0,True,C,11,P,0412,14744.0
7023,7478_01,Europa,False,Undisclosed,56.0,False,0.0,5711.0,0.0,0.0,50.0,True,C,276,S,7478,5761.0
2736,2938_01,Europa,True,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,True,C,100,P,2938,0.0
7874,8403_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,C,316,S,8403,0.0
2091,2237_01,Europa,False,55 Cancri e,28.0,False,0.0,162.0,741.0,3733.0,99.0,True,C,83,S,2237,4735.0
386,0428_01,Europa,False,TRAPPIST-1e,29.0,False,0.0,4118.0,0.0,715.0,3139.0,True,C,16,S,0428,7972.0
1947,2085_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,590.0,2640.0,6202.0,99.0,False,C,72,P,2085,9531.0
2746,2948_01,Europa,False,TRAPPIST-1e,55.0,False,0.0,1971.0,77.0,577.0,1050.0,True,C,112,S,2948,3675.0
6382,6747_01,Europa,True,TRAPPIST-1e,31.0,False,,0.0,0.0,0.0,0.0,True,C,215,P,6747,0.0
7350,7865_01,Europa,True,PSO J318.5-22,30.0,False,0.0,0.0,0.0,0.0,0.0,True,C,293,S,7865,0.0
276,0305_01,Europa,False,55 Cancri e,23.0,False,0.0,584.0,0.0,20.0,2469.0,False,C,7,P,0305,3073.0
2779,2998_01,Europa,False,Undisclosed,47.0,False,0.0,5252.0,0.0,124.0,300.0,True,C,113,S,2998,5676.0
2781,3001_01,Europa,False,55 Cancri e,38.0,True,0.0,1577.0,0.0,425.0,4359.0,False,C,101,P,3001,6361.0
6324,6684_01,Europa,False,TRAPPIST-1e,57.0,False,0.0,218.0,0.0,8522.0,0.0,False,C,210,P,6684,8740.0
7118,7585_02,Europa,False,TRAPPIST-1e,39.0,True,8209.0,18.0,432.0,3560.0,54.0,False,C,281,S,7585,12273.0
296,0330_01,Europa,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,C,14,S,0330,0.0
1936,2071_02,Europa,False,55 Cancri e,28.0,False,167.0,2406.0,71.0,283.0,650.0,True,C,78,S,2071,3577.0
297,0330_02,Europa,False,TRAPPIST-1e,32.0,False,247.0,4651.0,0.0,46.0,202.0,True,C,14,S,0330,5146.0
2408,2589_05,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,C,91,P,2589,0.0
2406,2589_03,Europa,False,TRAPPIST-1e,26.0,False,0.0,8150.0,0.0,3508.0,99.0,False,C,91,P,2589,11757.0
298,0330_03,Europa,False,TRAPPIST-1e,33.0,False,443.0,317.0,0.0,148.0,1260.0,False,C,14,S,0330,2168.0
1935,2071_01,Europa,False,55 Cancri e,45.0,False,0.0,3559.0,0.0,3615.0,163.0,False,C,78,S,2071,7337.0
6550,6912_01,Europa,False,TRAPPIST-1e,40.0,False,0.0,120.0,0.0,2814.0,318.0,False,C,221,P,6912,3252.0
1933,2067_02,Europa,False,TRAPPIST-1e,27.0,True,0.0,0.0,72.0,668.0,2713.0,False,C,70,P,2067,3453.0
1932,2067_01,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,C,70,P,2067,0.0
7119,7585_03,Europa,False,TRAPPIST-1e,28.0,False,0.0,2674.0,1309.0,18.0,11.0,True,C,281,S,7585,4012.0
2092,2237_02,Europa,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,C,83,S,2237,0.0
2393,2572_01,Europa,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,C,93,S,2572,0.0
79,0085_01,Europa,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,C,5,S,0085,0.0
401,0439_01,Europa,False,55 Cancri e,34.0,False,,5637.0,45.0,1936.0,56.0,False,C,13,P,0439,7674.0
857,0923_01,Europa,False,55 Cancri e,,False,0.0,7767.0,0.0,15.0,2453.0,True,C,38,S,0923,10235.0
871,0933_01,Europa,False,TRAPPIST-1e,30.0,False,14.0,12045.0,0.0,2121.0,0.0,True,C,35,P,0933,14180.0
5802,6139_04,Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,C,230,S,6139,0.0
6608,6971_06,Europa,False,55 Cancri e,28.0,False,0.0,160.0,0.0,1538.0,1426.0,False,C,225,P,6971,3124.0
872,0933_02,Europa,False,TRAPPIST-1e,29.0,False,0.0,1127.0,0.0,1867.0,1070.0,False,C,35,P,0933,4064.0
6953,7387_01,Europa,False,TRAPPIST-1e,40.0,False,0.0,3508.0,761.0,12.0,32.0,True,C,240,P,7387,4313.0
8360,8942_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,3423.0,0.0,466.0,349.0,True,C,297,P,8942,4238.0
7948,8487_01,Europa,True,55 Cancri e,32.0,True,65.0,,0.0,88.0,9811.0,False,C,282,P,8487,9964.0
5787,6130_01,Europa,False,55 Cancri e,33.0,True,0.0,3095.0,0.0,197.0,40.0,True,C,189,P,6130,3332.0
2394,2572_02,Europa,True,55 Cancri e,56.0,True,0.0,0.0,0.0,0.0,0.0,True,C,93,S,2572,0.0
719,0761_01,Europa,False,Undisclosed,33.0,False,0.0,3879.0,0.0,48.0,67.0,True,C,26,P,0761,3994.0
5783,6126_01,Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,C,188,P,6126,0.0
7681,8202_02,Europa,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,C,306,S,8202,0.0
5803,6139_05,Europa,True,55 Cancri e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,C,230,S,6139,0.0
5804,6139_06,Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,C,230,S,6139,0.0
6624,6988_01,Europa,False,TRAPPIST-1e,26.0,True,554.0,1307.0,32.0,93.0,1553.0,False,C,226,P,6988,3539.0
6931,7353_01,Europa,False,TRAPPIST-1e,60.0,False,0.0,3435.0,0.0,5458.0,10.0,False,C,269,S,7353,8903.0
745,0784_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,C,33,S,0784,0.0
6932,7353_02,Europa,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,True,C,269,S,7353,0.0
7486,8010_01,Europa,False,TRAPPIST-1e,59.0,False,0.0,2593.0,0.0,98.0,0.0,True,C,300,S,8010,2691.0
8344,8919_01,Europa,False,TRAPPIST-1e,27.0,False,0.0,2481.0,0.0,3657.0,93.0,False,C,331,S,8919,6231.0
764,0805_01,Europa,False,55 Cancri e,36.0,True,0.0,13248.0,100.0,1953.0,1.0,True,C,29,P,0805,15302.0
7757,8276_02,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,C,273,P,8276,0.0
6264,6631_01,Europa,True,TRAPPIST-1e,27.0,False,0.0,1891.0,0.0,2167.0,0.0,False,C,208,P,6631,4058.0
7756,8276_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,C,273,P,8276,0.0
5808,6145_01,Europa,True,55 Cancri e,,False,3478.0,10.0,0.0,105.0,2383.0,False,C,231,S,6145,5976.0
6939,7361_01,Europa,True,55 Cancri e,23.0,True,0.0,0.0,0.0,0.0,0.0,True,C,239,P,7361,0.0
6940,7361_02,Europa,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,C,239,P,7361,0.0
6268,6635_01,Europa,False,TRAPPIST-1e,17.0,False,0.0,1339.0,26.0,244.0,15.0,False,C,209,P,6635,1624.0
8349,8928_01,Europa,True,55 Cancri e,52.0,False,0.0,0.0,0.0,,0.0,True,C,333,S,8928,0.0
6269,6635_02,Europa,False,55 Cancri e,45.0,False,0.0,313.0,1791.0,414.0,1675.0,False,C,209,P,6635,4193.0
7954,8495_01,Europa,False,55 Cancri e,37.0,False,18.0,4754.0,1.0,1254.0,2.0,True,C,283,P,8495,6029.0
5800,6139_02,Europa,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,C,230,S,6139,0.0
7683,8202_04,Europa,False,TRAPPIST-1e,39.0,False,19.0,3603.0,0.0,421.0,517.0,True,C,306,S,8202,4560.0
8604,9183_01,Europa,False,55 Cancri e,34.0,False,0.0,5.0,11.0,62.0,5804.0,False,C,307,P,9183,5882.0
7684,8202_05,Europa,False,55 Cancri e,36.0,False,0.0,8151.0,5.0,0.0,8182.0,False,C,306,S,8202,16338.0
7685,8202_06,Europa,True,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,True,C,306,S,8202,0.0
539,0571_03,Europa,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,C,21,P,0571,0.0
8281,8843_01,Europa,False,TRAPPIST-1e,31.0,False,,927.0,0.0,2760.0,1.0,False,C,327,S,8843,3688.0
6904,7314_01,Europa,True,Undisclosed,33.0,False,0.0,0.0,0.0,,0.0,True,C,237,P,7314,0.0
8619,9196_03,Europa,False,TRAPPIST-1e,23.0,False,381.0,794.0,52.0,654.0,1317.0,False,C,339,S,9196,3198.0
540,0571_04,Europa,True,Undisclosed,30.0,False,0.0,0.0,0.0,0.0,,True,C,21,P,0571,0.0
7686,8203_01,Europa,False,55 Cancri e,23.0,False,0.0,395.0,0.0,6.0,,False,C,307,S,8203,401.0
541,0571_05,Europa,True,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,C,21,P,0571,0.0
8618,9196_02,Europa,False,TRAPPIST-1e,31.0,False,1.0,104.0,1338.0,698.0,126.0,True,C,339,S,9196,2267.0
543,0571_07,Europa,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,True,C,21,P,0571,0.0
705,0740_01,Europa,False,55 Cancri e,67.0,False,76.0,16.0,0.0,2247.0,1166.0,False,C,24,P,0740,3505.0
706,0740_02,Europa,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,C,24,P,0740,0.0
6909,7324_01,Europa,False,TRAPPIST-1e,27.0,False,15.0,2886.0,0.0,249.0,71.0,True,C,238,P,7324,3221.0
707,0740_03,Europa,False,TRAPPIST-1e,41.0,False,3594.0,3425.0,0.0,0.0,58.0,False,C,24,P,0740,7077.0
7161,7643_01,Europa,False,55 Cancri e,53.0,False,8.0,1489.0,0.0,2723.0,7401.0,False,C,247,P,7643,11621.0
6440,6799_01,Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,C,252,S,6799,0.0
7687,8203_02,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,C,307,S,8203,0.0
6238,6599_01,Europa,True,TRAPPIST-1e,49.0,False,0.0,,0.0,0.0,0.0,True,C,245,S,6599,0.0
7973,8523_01,Europa,False,55 Cancri e,56.0,False,53.0,3033.0,0.0,140.0,6102.0,False,C,320,S,8523,9328.0
824,0877_01,Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,C,30,P,0877,0.0
831,0889_01,Europa,False,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,False,C,32,P,0889,0.0
832,0889_02,Europa,False,55 Cancri e,27.0,True,1.0,12804.0,0.0,10.0,52.0,True,C,32,P,0889,12867.0
8617,9196_01,Europa,False,TRAPPIST-1e,40.0,False,0.0,1674.0,0.0,269.0,4.0,True,C,339,S,9196,1947.0
841,0904_01,Europa,False,TRAPPIST-1e,44.0,False,0.0,2792.0,0.0,148.0,1043.0,False,C,33,P,0904,3983.0
6625,6988_02,Europa,False,TRAPPIST-1e,28.0,False,0.0,4340.0,0.0,186.0,0.0,True,C,226,P,6988,4526.0
5801,6139_03,Europa,False,TRAPPIST-1e,58.0,False,0.0,1073.0,,803.0,988.0,True,C,230,S,6139,2864.0
5799,6139_01,Europa,True,TRAPPIST-1e,0.0,False,0.0,0.0,,0.0,0.0,True,C,230,S,6139,0.0
174,0197_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,972.0,0.0,795.0,575.0,False,C,5,P,0197,2342.0
6273,6641_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,C,247,S,6641,0.0
6274,6641_02,Europa,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,C,247,S,6641,0.0
7912,8452_03,Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,C,279,P,8452,0.0
28,0024_01,Europa,True,TRAPPIST-1e,62.0,False,0.0,0.0,,0.0,0.0,True,C,2,S,0024,0.0
30,0026_01,Europa,False,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,False,C,0,P,0026,7861.0
2464,2645_02,Europa,False,TRAPPIST-1e,42.0,False,3.0,2174.0,0.0,10860.0,2564.0,False,C,95,S,2645,15601.0
2465,2645_03,Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,C,95,S,2645,0.0
2466,2645_04,Europa,False,55 Cancri e,28.0,False,0.0,3053.0,0.0,839.0,2153.0,True,C,95,S,2645,6045.0
6558,6921_02,Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,,0.0,True,C,255,S,6921,0.0
2467,2645_05,Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,C,95,S,2645,0.0
7120,7585_04,Europa,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,C,281,S,7585,0.0
2492,2675_01,Europa,False,TRAPPIST-1e,33.0,False,0.0,1554.0,3813.0,0.0,1435.0,True,C,97,S,2675,6802.0
70,0074_01,Europa,False,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,True,C,3,S,0074,8904.0
8553,9131_02,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,C,303,P,9131,0.0
73,0078_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,False,C,4,S,0078,15815.0
8469,9046_01,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,C,335,S,9046,0.0
7093,7560_01,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,C,244,P,7560,0.0
6393,6754_01,Europa,False,TRAPPIST-1e,25.0,True,0.0,4209.0,0.0,2.0,896.0,True,C,250,S,6754,5107.0
2512,2698_01,Europa,False,TRAPPIST-1e,50.0,False,0.0,2684.0,0.0,153.0,1751.0,False,C,94,P,2698,4588.0
8552,9131_01,Europa,False,55 Cancri e,33.0,False,0.0,1961.0,0.0,226.0,1077.0,False,C,303,P,9131,3264.0
2665,2858_01,Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,C,109,S,2858,0.0
129,0139_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,C,6,S,0139,0.0
2666,2858_02,Europa,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,C,109,S,2858,0.0
2667,2858_03,Europa,True,TRAPPIST-1e,40.0,False,0.0,,0.0,0.0,0.0,True,C,109,S,2858,0.0
2807,3029_01,Europa,False,55 Cancri e,21.0,False,0.0,878.0,82.0,360.0,1784.0,False,C,103,P,3029,3104.0
2808,3029_02,Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,C,103,P,3029,0.0
7377,7889_01,Europa,True,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,True,C,256,P,7889,0.0
6557,6921_01,Europa,False,TRAPPIST-1e,22.0,False,0.0,1914.0,2090.0,100.0,0.0,True,C,255,S,6921,4104.0
2852,3081_01,Europa,False,55 Cancri e,50.0,False,0.0,1547.0,0.0,1784.0,1.0,True,C,118,S,3081,3332.0
8527,9104_01,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,C,302,P,9104,0.0
2853,3081_02,Europa,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,True,C,118,S,3081,0.0
6326,6684_03,Europa,False,TRAPPIST-1e,46.0,False,0.0,370.0,0.0,2395.0,1638.0,False,C,210,P,6684,4403.0
6325,6684_02,Europa,False,TRAPPIST-1e,30.0,True,0.0,,335.0,143.0,764.0,True,C,210,P,6684,1242.0
8470,9046_02,Europa,False,TRAPPIST-1e,25.0,False,6899.0,265.0,0.0,2234.0,2090.0,False,C,335,S,9046,11488.0
2463,2645_01,Europa,False,TRAPPIST-1e,55.0,False,0.0,815.0,1558.0,3.0,1334.0,True,C,95,S,2645,3710.0
8472,9049_01,Europa,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,C,336,S,9049,0.0
182,0203_01,Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,C,8,S,0203,0.0
7806,8333_01,Europa,False,55 Cancri e,33.0,False,988.0,0.0,0.0,2274.0,3098.0,False,C,313,S,8333,6360.0
184,0206_01,Europa,False,55 Cancri e,,False,2.0,1720.0,12.0,1125.0,122.0,True,C,9,S,0206,2981.0
6508,6866_01,Europa,False,55 Cancri e,20.0,False,0.0,17958.0,99.0,14.0,57.0,True,C,253,S,6866,18128.0
2782,3001_02,Europa,False,55 Cancri e,33.0,False,0.0,1001.0,2280.0,,29.0,True,C,101,P,3001,3310.0
2537,2723_02,Europa,False,TRAPPIST-1e,54.0,False,0.0,5876.0,0.0,0.0,914.0,True,C,99,S,2723,6790.0
2551,2737_01,Europa,False,55 Cancri e,45.0,False,0.0,726.0,0.0,281.0,1257.0,True,C,100,S,2737,2264.0
2552,2737_02,Europa,False,TRAPPIST-1e,26.0,False,2381.0,1772.0,0.0,0.0,2618.0,False,C,100,S,2737,6771.0
6509,6866_02,Europa,False,55 Cancri e,40.0,False,6103.0,7570.0,860.0,13117.0,192.0,False,C,253,S,6866,27842.0
229,0245_01,Europa,False,55 Cancri e,46.0,False,0.0,3571.0,0.0,0.0,7.0,True,C,6,P,0245,3578.0
230,0245_02,Europa,False,TRAPPIST-1e,33.0,False,0.0,86.0,796.0,584.0,10912.0,False,C,6,P,0245,12378.0
2598,2785_01,Europa,True,TRAPPIST-1e,58.0,False,,0.0,0.0,0.0,0.0,True,C,102,S,2785,0.0
232,0248_01,Europa,False,TRAPPIST-1e,33.0,False,0.0,1.0,0.0,8620.0,1063.0,False,C,10,S,0248,9684.0
5698,6036_01,Europa,False,TRAPPIST-1e,44.0,False,0.0,1289.0,1224.0,514.0,1674.0,True,C,225,S,6036,4701.0
7146,7624_01,Europa,True,PSO J318.5-22,50.0,False,0.0,0.0,0.0,0.0,0.0,True,C,284,S,7624,0.0
2610,2795_01,Europa,False,TRAPPIST-1e,34.0,False,10.0,5659.0,15.0,3.0,0.0,True,C,103,S,2795,5687.0
2611,2795_02,Europa,False,TRAPPIST-1e,42.0,False,0.0,802.0,0.0,2622.0,671.0,False,C,103,S,2795,4095.0
2644,2824_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,C,104,S,2824,0.0
263,0289_01,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,C,12,S,0289,0.0
2646,2826_01,Europa,False,55 Cancri e,28.0,False,1581.0,213.0,0.0,18.0,3051.0,False,C,96,P,2826,4863.0
2647,2826_02,Europa,False,TRAPPIST-1e,49.0,False,20.0,6807.0,174.0,3538.0,2473.0,False,C,96,P,2826,13012.0
2651,2834_01,Europa,False,TRAPPIST-1e,40.0,True,0.0,11.0,0.0,2205.0,1295.0,True,C,105,S,2834,3511.0
2655,2839_01,Europa,False,TRAPPIST-1e,51.0,False,1.0,3935.0,0.0,146.0,0.0,True,C,107,S,2839,4082.0
2536,2723_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,C,99,S,2723,0.0
2663,2856_01,Europa,False,55 Cancri e,38.0,False,0.0,896.0,0.0,,4168.0,False,C,108,S,2856,5064.0
6559,6921_03,Europa,False,TRAPPIST-1e,23.0,False,69.0,6101.0,0.0,0.0,214.0,True,C,255,S,6921,6384.0
160,0182_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,C,3,P,0182,0.0
7121,7586_01,Europa,False,TRAPPIST-1e,29.0,False,220.0,1130.0,0.0,7.0,951.0,True,C,245,P,7586,2308.0
5531,5897_01,Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,C,221,S,5897,0.0
1073,1148_02,Europa,False,55 Cancri e,,False,0.0,122.0,2138.0,7368.0,1213.0,False,C,42,P,1148,10841.0
2338,2518_02,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,C,87,P,2518,0.0
3943,4210_01,Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,C,151,S,4210,0.0
1665,1767_01,Europa,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,C,65,S,1767,0.0
4133,4409_01,Europa,False,TRAPPIST-1e,50.0,False,0.0,817.0,388.0,78.0,693.0,True,C,160,S,4409,1976.0
6492,6853_01,Europa,False,55 Cancri e,31.0,False,0.0,1604.0,4058.0,4094.0,124.0,False,C,218,P,6853,9880.0
4323,4606_02,Europa,True,55 Cancri e,24.0,False,25.0,3291.0,0.0,6075.0,179.0,False,C,172,S,4606,9570.0
5000,5344_01,Europa,False,55 Cancri e,38.0,False,0.0,439.0,0.0,434.0,10074.0,False,C,168,P,5344,10947.0
5460,5821_01,Europa,False,55 Cancri e,44.0,False,0.0,496.0,99.0,317.0,5615.0,False,C,183,P,5821,6527.0
4336,4623_01,Europa,False,PSO J318.5-22,34.0,True,0.0,,21.0,7.0,16.0,True,C,146,P,4623,44.0
5001,5344_02,Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,C,168,P,5344,0.0
4326,4609_01,Europa,False,TRAPPIST-1e,37.0,False,1.0,477.0,0.0,0.0,7087.0,False,C,173,S,4609,7565.0
